gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
BMPR1B	119865	642	-15	3584532	936999	0	6	0	0	22	16	29294111	3.045689e-02	1
SLC9A3	787824	367	29	5720267	1778644	0	8	1	0	50	35	57371972	3.086306e-02	1
PDS5A	606929	175	42	9684269	2496718	0	9	0	0	12	5	19810280	3.144722e-02	1
TTC37	314679	431	26	11269286	2899540	0	9	1	0	50	33	62267135	3.147519e-02	1
FHOD1	1109491	150	46	7875462	2571639	0	13	2	0	50	37	52135286	3.148593e-02	1
RHOA	1623187	201	33	1380687	364875	0	3	0	0	50	17	53600624	3.153763e-02	1
TBCCD1	676664	501	35	3882270	1085868	0	8	1	0	50	51	68704503	3.159951e-02	1
FMO1	427825	968	-4	3744104	1016785	0	6	1	0	50	32	60680172	3.177721e-02	1
ACTN1	609757	344	44	6548290	1709561	0	9	2	0	45	39	58271024	3.179664e-02	1
CCNL2	1736268	273	28	3654588	1100463	0	5	2	0	50	33	57358350	3.186234e-02	1
CHL1	25264	796	9	8770622	2260279	0	12	2	0	17	9	25502330	3.193480e-02	1
KRTAP12-1	819099	391	35	655802	199465	0	2	0	0	50	43	64085672	3.200234e-02	1
HIST1H2AH	227588	622	29	837753	297738	0	3	0	0	50	34	47032874	3.202566e-02	1
PIWIL1	224466	621	-26	6154225	1627829	0	11	2	0	37	35	52393131	3.214087e-02	1
LRRTM1	10982	1577	-18	3505719	1085868	0	8	2	0	34	33	35293629	3.231468e-02	1
C6orf62	422850	362	40	1649235	411579	0	3	0	0	50	33	65953832	3.242350e-02	1
MATN4	1005559	233	36	3999030	1202628	0	10	2	0	50	28	47963062	3.265450e-02	1
GSTM5	927739	201	22	1620045	385308	0	3	1	0	50	29	39303362	3.276826e-02	1
TRAF3IP2	320530	201	32	3926055	1123815	0	6	1	0	50	29	54559029	3.301050e-02	1
TBX3	32369	548	-30	5028464	1568476	0	9	0	0	35	37	40398960	3.374821e-02	1
FAM107A	534993	383	31	1020677	284116	0	2	0	0	50	25	53593813	3.398761e-02	1
NXPH2	69057	672	-4	1818537	513744	0	6	0	0	50	54	58840229	3.399463e-02	1
NEK8	1695792	208	40	4767700	1464365	0	6	1	0	50	33	69745613	3.413703e-02	1
NSUN6	74263	512	-4	3323768	908782	0	5	0	0	50	38	65930480	3.439242e-02	1
ASB18	121194	481	8	3123330	1021650	0	4	1	0	50	26	57692089	3.441342e-02	1
HNRNPH1	1600541	229	28	3273172	813428	0	4	0	0	50	31	57687224	3.455361e-02	1
POMT1	651666	272	34	5287282	1484798	0	7	1	0	50	29	58891798	3.459243e-02	1
HIST1H3B	408919	685	43	904890	300657	0	3	1	0	28	15	18151315	3.460021e-02	1
EPHB1	74866	856	9	6869380	1931405	0	16	4	0	21	25	23954287	3.469655e-02	1
FSHR	59778	1096	-9	4862081	1337875	0	8	1	0	50	54	72403849	3.470402e-02	1
SNX15	3209258	207	49	2367309	723912	0	4	2	0	32	19	33066432	3.472814e-02	1
TP63	140525	403	15	5214307	1376795	0	7	1	0	50	21	46181499	3.481932e-02	1
EDN2	220093	381	32	1232791	387254	0	3	0	0	50	27	58338161	3.525879e-02	1
NEUROD4	115336	828	15	2270982	648018	0	3	1	0	50	29	52964282	3.539380e-02	1
PTPN7	649164	297	34	2776942	819266	0	8	0	0	50	31	61657064	3.555007e-02	1
TRAPPC6B	314417	166	13	1173438	277305	0	3	0	0	50	30	52590650	3.560175e-02	1
ACTBL2	160055	456	3	2551206	756021	0	5	0	0	50	32	49954793	3.565346e-02	1
KANK4	280646	378	0	6785702	2041354	0	7	3	0	50	48	71753885	3.581740e-02	1
HNF4G	47353	914	7	3212846	803698	0	6	1	0	45	30	51454186	3.594365e-02	1
CNOT3	735613	439	-53	5320364	1480906	0	13	3	0	50	88	80342556	3.599003e-02	1
PPP1R16B	264783	548	32	3971786	1116031	0	6	1	0	50	23	55910526	3.602231e-02	1
GATC	1563159	216	45	955486	290927	0	3	0	0	50	51	60749255	3.614233e-02	1
PPP2R2B	309460	509	1	3533936	856240	0	5	0	0	50	31	68988619	3.630047e-02	1
CARD16	NaN	NaN	NaN	1473122	371686	0	5	0	0	50	88	108728858	3.647869e-02	1
BRWD1	383347	235	30	17145233	4391149	0	12	1	0	20	8	32206300	3.690284e-02	1
IKZF5	274189	673	11	2948190	770616	0	7	0	0	50	38	51495052	3.692744e-02	1
WIPF2	1491292	165	30	2929703	1013866	0	7	1	0	50	30	55411377	3.703180e-02	1
PYHIN1	97254	914	6	3545612	949648	0	8	2	0	25	20	25628820	3.714098e-02	1
FARS2	127934	845	28	3173926	854294	0	4	0	0	50	26	70992026	3.715111e-02	1
MYO15A	911350	192	29	24242295	7414260	0	32	5	0	33	32	52759952	3.727336e-02	1
RFT1	907827	192	39	3742158	1150086	0	4	0	0	50	35	61851664	3.729175e-02	1
PCDH18	87218	686	-17	7775243	2207737	0	11	2	0	50	42	73167654	3.730457e-02	1
LRBA	207641	848	17	20230616	5503288	0	12	0	0	10	0	12465103	3.745756e-02	1
OR10J3	285980	737	-6	2205791	678181	0	6	0	0	50	42	67683826	3.748501e-02	1
MVK	442710	465	38	2750671	854294	0	4	1	0	26	14	28821233	3.754330e-02	1
KCNQ5	648013	975	15	6564831	1935297	0	8	1	0	10	3	11331558	3.777268e-02	1
LMAN1	292594	549	35	3673075	947702	0	4	0	0	50	19	52268587	3.822452e-02	1
OR10G8	158396	830	-10	2059841	672343	0	8	0	0	50	62	65181270	3.869442e-02	1
KLHL17	1911331	239	9	4373635	1385552	0	9	0	0	29	26	47604025	3.875582e-02	1
GABRE	127993	NaN	-10	3566045	973000	0	8	0	0	34	46	54328428	3.876834e-02	1
AADACL4	145424	454	23	2783753	824131	0	5	1	0	50	22	53735871	3.880329e-02	1
MAT1A	365795	598	44	2769158	792022	0	4	0	0	50	30	55198290	3.881983e-02	1
IGBP1	166319	NaN	1	2418878	616882	0	13	1	0	3	3	3289713	3.893233e-02	1
SLC30A4	207518	299	10	2996840	838726	0	3	0	0	50	24	55345213	3.920478e-02	1
GNAI2	846254	199	44	2587207	649964	0	4	0	0	50	23	56364917	3.923437e-02	1
CPT1B	1073094	203	43	5501342	1489663	0	8	1	0	50	26	63277109	3.926987e-02	1
CRYGN	612907	196	36	1321334	327901	0	3	0	0	50	29	59675063	3.937740e-02	1
ALDH8A1	152922	364	19	3385067	964243	0	7	0	0	50	17	53412835	3.948058e-02	1
MBLAC1	1299015	205	52	1697885	651910	0	4	0	0	50	33	56964285	3.948174e-02	1
ARHGAP17	272834	185	22	6175631	1775725	0	5	1	0	50	21	61491654	3.991113e-02	1
TCP1	648197	420	22	3908541	1097544	0	3	0	0	50	27	68168380	3.997344e-02	1
PHF10	233648	447	3	3609830	900025	0	4	1	0	50	27	64300705	4.002309e-02	1
PEX16	427820	291	48	2535638	797860	0	4	0	0	50	28	56887418	4.010994e-02	1
GDF15	1294357	210	39	2007299	716128	0	4	0	0	50	39	60314324	4.031429e-02	1
AJAP1	5695	921	4	2754563	911701	0	6	1	0	17	10	18968635	4.043595e-02	1
SEC61A1	817705	419	42	3319876	985649	0	7	0	0	48	26	52454430	4.048887e-02	1
POLD3	540458	245	36	3349066	874727	0	3	0	0	38	22	45340827	4.061134e-02	1
TRPC7	283872	588	23	6046222	1639505	0	8	3	0	23	22	38737076	4.062633e-02	1
SERPINB5	200746	166	24	2669912	692776	0	4	0	0	50	17	52222856	4.073602e-02	1
ZBTB1	666489	188	45	5154954	1223061	0	6	0	0	50	37	59054289	4.085270e-02	1
PLCL2	105775	400	15	7802487	2122113	0	8	1	0	50	20	51197314	4.092763e-02	1
CIDEA	428253	350	20	1828267	565313	0	2	0	0	50	16	57539328	4.117548e-02	1
PRKCSH	1255985	265	32	3903676	988568	0	7	0	0	30	18	31172974	4.129416e-02	1
TM9SF4	1055549	262	36	4617858	1211385	0	5	0	0	19	5	20108018	4.143596e-02	1
HJURP	301500	439	13	5198739	1459500	0	5	0	0	30	15	32068134	4.144484e-02	1
GPATCH4	2049505	180	37	2769158	663586	0	5	0	0	50	34	52137232	4.150310e-02	1
STAG1	245682	512	22	9153984	2256387	0	10	0	0	7	1	10827544	4.181538e-02	1
RYBP	102513	607	32	1535394	417417	0	4	0	0	50	34	63607929	4.202316e-02	1
TNFRSF6B	1126597	202	36	2000488	682073	0	4	0	0	50	28	50240855	4.208526e-02	1
MRPL24	1649536	208	53	1529556	434931	0	2	0	0	50	33	59353973	4.210396e-02	1
CCL15	779228	525	19	820239	213087	0	4	0	0	50	51	58375135	4.244744e-02	1
WBP1	1069803	343	45	1831186	568232	0	3	0	0	50	29	54249615	4.246011e-02	1
SDHC	743182	293	35	1524691	340550	0	3	0	0	50	45	75101978	4.250383e-02	1
CXCR2	694517	301	27	2399418	773535	0	6	1	0	25	19	36362956	4.259704e-02	1
CHD6	378513	502	-1	19082476	5121872	0	19	1	0	5	1	9601564	4.264683e-02	1
SPATA20	1532661	200	20	5580155	1644370	0	8	0	0	50	38	61753391	4.266159e-02	1
FGF20	176882	719	-38	1441986	437850	0	4	0	0	50	68	67505767	4.270268e-02	1
NPPB	519155	207	43	910728	300657	0	2	0	0	50	31	51125312	4.274975e-02	1
NR2E1	334933	436	35	2699102	774508	0	6	0	0	28	12	27617632	4.289352e-02	1
HIST1H3G	390169	544	57	904890	300657	0	4	0	0	50	26	37888620	4.308382e-02	1
TATDN1	456351	544	44	2246657	508879	0	4	0	0	50	24	56417459	4.309083e-02	1
C1orf127	702484	307	33	5522748	1833132	0	5	0	0	50	37	69566581	4.312214e-02	1
KLHL18	872055	242	49	4000976	1139383	0	5	0	0	50	30	72037028	4.328093e-02	1
ACTR6	184664	650	9	2908297	690830	0	4	1	0	50	37	65320409	4.329156e-02	1
KCNN1	1328847	217	35	3701292	1167600	0	9	2	0	50	42	55857011	4.339211e-02	1
GABRB2	11638	1049	7	3617614	979811	0	6	1	0	50	54	70877212	4.356717e-02	1
HUS1	147364	445	21	2046219	496230	0	2	0	0	50	27	56455406	4.368838e-02	1
ATXN3	356163	415	27	2703967	588665	0	3	0	0	50	36	68249139	4.422498e-02	1
LHX3	799089	244	42	2914135	915593	0	4	0	0	50	29	63295596	4.422875e-02	1
ZNF746	588536	467	17	4361959	1365119	0	4	1	0	50	22	54401403	4.427714e-02	1
KCND2	49438	962	7	4318174	1265873	0	5	1	0	50	24	71227492	4.432990e-02	1
DNHD1	425139	491	23	32222841	9901248	0	16	1	0	7	1	16933119	4.433509e-02	1
MYOF	458453	380	16	14792519	3883243	0	14	3	0	50	23	52422321	4.435601e-02	1
CHRNA6	594393	454	34	3455123	943810	0	7	1	0	50	42	69593825	4.444098e-02	1
ATP6V1B1	504483	623	25	3629290	1029434	0	5	1	0	50	41	56956501	4.446476e-02	1
ALLC	252769	496	5	2806132	755048	0	3	1	0	50	22	67441549	4.489886e-02	1
BAHD1	888588	192	47	5180252	1729021	0	8	2	0	50	21	57104397	4.526817e-02	1
PEF1	1093701	197	37	1962541	579908	0	3	0	0	50	27	50482159	4.530170e-02	1
USP26	88462	NaN	12	6366339	1640478	0	8	0	0	4	1	5666752	4.533826e-02	1
C11orf88	401074	326	18	1435175	360010	0	2	0	0	50	21	55236237	4.540598e-02	1
ARHGAP36	65931	NaN	13	3785943	1129653	0	8	0	0	12	8	14317695	4.556593e-02	1
TJP2	224404	525	24	8921437	2509367	0	8	0	0	6	0	8496236	4.557967e-02	1
BANF2	594840	432	1	718074	175140	0	3	0	0	50	41	48239394	4.569737e-02	1
PARK7	387339	207	26	1343713	390173	0	2	0	0	50	31	68089567	4.603972e-02	1
TAF1B	909213	197	43	4315255	1011920	0	5	1	0	50	17	56106099	4.615159e-02	1
LIMCH1	319991	391	31	7828758	2049138	0	8	2	0	35	14	40779403	4.627680e-02	1
PLA2G4A	265620	592	-18	5433232	1333010	0	7	1	0	50	33	52602326	4.635151e-02	1
SPRR2B	687290	704	30	534177	137193	0	1	0	0	50	23	58568762	4.639934e-02	1
SKA1	277376	392	52	1861349	450499	0	3	0	0	50	21	56346430	4.643267e-02	1
MYL1	186926	511	3	1504258	378497	0	4	0	0	50	33	56933149	4.664936e-02	1
HIST1H3I	228884	634	40	905863	305522	0	2	0	0	50	25	40462205	4.671320e-02	1
PRELID2	342210	568	-3	1415715	341523	0	2	0	0	50	30	45669701	4.681236e-02	1
TIFA	182788	351	37	1307712	324009	0	2	0	0	50	25	54593084	4.683775e-02	1
TMEM100	59099	585	-58	912674	281197	0	2	0	0	50	55	57721279	4.696536e-02	1
SNX13	139013	585	-4	6961815	1719291	0	10	2	0	25	20	31631257	4.714792e-02	1
FRMD1	142012	702	-17	3871567	1099490	0	6	0	0	46	45	76104168	4.717554e-02	1
RPL22	627248	240	31	950621	219898	0	2	0	0	50	36	50315776	4.764078e-02	1
VSTM2A	255140	678	-34	1663830	458283	0	6	0	0	50	73	68858237	4.774504e-02	1
DIRAS2	94332	706	13	1393336	369740	0	2	0	0	50	20	54125071	4.801517e-02	1
SLC44A2	2082774	226	33	5139386	1399174	0	8	0	0	42	24	38233062	4.802573e-02	1
EPB41L4A	164575	671	28	5008031	1264900	0	5	0	0	50	16	50239882	4.827308e-02	1
RERE	916698	436	27	10722460	3244955	0	10	1	0	18	14	28482629	4.859086e-02	1
ACTL7B	336944	471	9	2787645	866943	0	6	1	0	50	33	54504541	4.869787e-02	1
ATP2B4	513211	256	35	8799812	2514232	0	10	1	0	19	7	23582601	4.892836e-02	1
MCPH1	128440	702	9	5930435	1565557	0	7	0	0	43	33	61276621	4.896323e-02	1
RHBDD3	854820	251	51	2500610	946729	0	4	0	0	50	30	57283429	4.910364e-02	1
CCDC3	202131	444	13	1842862	553637	0	5	0	0	50	32	58442272	4.915251e-02	1
HNRNPH3	615189	250	20	2497691	646072	0	5	0	0	50	29	53308724	4.943875e-02	1
ADAMTS6	275284	480	5	8039899	2018975	0	10	2	0	50	23	60651955	4.967203e-02	1
SAG	419346	227	28	2945271	785211	0	5	0	0	14	8	19479460	4.977656e-02	1
HECA	202042	674	13	3727563	1071273	0	7	1	0	50	34	49861385	4.985472e-02	1
SLC38A3	846254	199	44	3581613	1015812	0	6	1	0	50	23	56364917	5.004295e-02	1
RPL24	548150	419	13	1151059	302603	0	2	0	0	50	25	56036043	5.007282e-02	1
RP1L1	99570	456	15	16006823	5053762	0	18	4	0	50	28	55894958	5.029048e-02	1
LTF	266701	565	34	5034302	1384579	0	5	1	0	50	19	56361025	5.034306e-02	1
RPP30	103854	510	4	2361471	656775	0	4	1	0	50	25	49949928	5.037932e-02	1
MRGPRX4	631291	436	20	2133789	700560	0	5	2	0	25	9	22634899	5.048550e-02	1
PTPRC	100900	412	0	9480912	2346876	0	11	3	0	50	37	60810554	5.054500e-02	1
KYNU	48515	369	20	3428852	885430	0	4	0	0	50	27	56521570	5.063948e-02	1
NSL1	365714	364	26	2254441	544880	0	2	0	0	50	30	61633712	5.065822e-02	1
SRCAP	1632278	158	61	21280483	7375340	0	17	4	0	13	8	20503056	5.106711e-02	1
CEP120	173569	467	12	7036736	1839943	0	8	1	0	50	27	59244024	5.128424e-02	1
KLK14	490795	632	22	1839943	565313	0	3	1	0	40	26	38404310	5.129895e-02	1
AGR3	360434	376	-15	1251278	292873	0	2	0	0	50	24	56627627	5.137974e-02	1
CCT2	484023	382	5	3819998	1054732	0	4	1	0	50	33	64349355	5.185261e-02	1
RSPH4A	247712	479	10	5092682	1244467	0	8	0	0	50	16	55381214	5.191930e-02	1
QKI	81134	1131	1	2638776	723912	0	4	0	0	50	39	53478999	5.192969e-02	1
OR6N1	103627	985	1	2086112	651910	0	6	2	0	17	11	13175393	5.225262e-02	1
TMEM132A	798818	512	52	6715646	2377039	0	6	0	0	21	6	21167615	5.231339e-02	1
RAB40C	1115707	213	39	1979082	560448	0	3	0	0	50	24	46380964	5.243038e-02	1
C16orf86	1157184	136	50	2126005	693749	0	2	1	0	50	25	49630784	5.244565e-02	1
CUTC	709789	139	18	1939189	553637	0	5	0	0	50	35	60167401	5.274604e-02	1
FAM126B	646602	167	33	3694481	1072246	0	4	1	0	50	30	56920500	5.316041e-02	1
FAM98C	1467279	253	0	2348822	803698	0	4	0	0	50	35	54629085	5.319074e-02	1
MX2	241283	506	46	5097547	1324253	0	5	1	0	50	22	49578242	5.331648e-02	1
DCST2	1654795	214	40	5328148	1630748	0	7	1	0	50	43	67679934	5.397274e-02	1
LCE5A	325831	700	20	820239	233520	0	3	0	0	50	38	76135304	5.408905e-02	1
COMMD8	87789	528	23	1329118	334712	0	4	0	0	50	26	54842172	5.421343e-02	1
PLEKHG6	2670962	198	46	5483828	1746535	0	6	0	0	29	23	45510129	5.427978e-02	1
SHC1	1612870	224	35	4019463	1231818	0	4	1	0	50	15	50531782	5.441659e-02	1
CLEC12B	305376	565	19	2043300	490392	0	2	0	0	50	22	71506743	5.458616e-02	1
HMGB2	249666	413	23	1540259	345415	0	2	0	0	50	20	50425725	5.484882e-02	1
MSH2	793002	406	28	6643644	1725129	0	6	1	0	50	38	72227736	5.502191e-02	1
OR9A4	198115	856	-6	2126005	632450	0	7	1	0	50	45	57415757	5.508734e-02	1
LCP2	79392	629	34	3909514	1000244	0	4	0	0	48	21	52404807	5.518966e-02	1
PCP2	611341	384	33	970081	273413	0	2	0	0	50	19	56605248	5.539124e-02	1
FOXE3	193133	347	8	2018975	783265	0	3	1	0	50	29	54791576	5.550133e-02	1
HOMEZ	1171456	330	20	3720752	1116031	0	5	0	0	50	31	59189536	5.565584e-02	1
KRT78	1781225	288	27	3611776	1049867	0	6	2	0	50	28	51568027	5.572809e-02	1
TNFRSF4	2356409	196	27	1912918	597422	0	4	0	0	50	50	73107328	5.577254e-02	1
HFM1	263616	615	-10	10465588	2553152	0	17	2	0	12	9	14355642	5.581058e-02	1
PRKAB2	457805	737	33	1952811	519582	0	2	0	0	37	7	30849938	5.586186e-02	1
ADCY5	372027	458	42	8688890	2601802	0	10	2	0	50	32	60351298	5.621653e-02	1
CTDSPL2	697417	534	37	3341282	888349	0	6	0	0	10	8	12707380	5.634195e-02	1
FHOD3	336896	728	61	10036495	2859647	0	12	1	0	29	20	36820266	5.648589e-02	1
TBC1D2	490665	254	52	6312824	1866214	0	11	1	0	41	20	39430825	5.654688e-02	1
B4GALT2	875223	214	39	2557044	779373	0	6	0	0	50	34	54384862	5.657574e-02	1
DHFR	319054	626	35	1370957	333739	0	3	1	0	16	4	13356371	5.673120e-02	1
WSCD2	451405	644	29	3936758	1101436	0	6	0	0	50	50	64314327	5.673570e-02	1
C12orf10	1689542	166	53	2595964	787157	0	5	0	0	50	34	57860418	5.677335e-02	1
ZDHHC12	1865107	197	38	1809780	589638	0	2	1	0	50	42	65384627	5.720796e-02	1
RPL13	1094600	211	38	1466311	448553	0	2	0	0	50	18	44285122	5.722459e-02	1
TREML2	227466	611	41	2188277	678181	0	3	0	0	50	25	42161063	5.723449e-02	1
LDLRAD1	430138	201	31	1470203	397957	0	3	0	0	50	31	48727840	5.726234e-02	1
MRPS25	532551	395	45	1246413	312333	0	3	0	0	50	42	58244753	5.749347e-02	1
IGF2BP1	820571	174	28	4100222	1124788	0	6	0	0	50	35	52140151	5.777945e-02	1
TNFRSF25	644634	203	44	3024084	831915	0	7	1	0	50	40	58674819	5.779554e-02	1
MMP9	630342	381	51	4890298	1455608	0	8	2	0	50	34	60837798	5.809105e-02	1
DCTN4	1015949	211	43	3369499	886403	0	4	0	0	50	26	64559523	5.816340e-02	1
BCHE	28918	1215	-18	4214063	1101436	0	7	0	0	50	54	60397029	5.819850e-02	1
LRRC41	690472	205	31	5421556	1808807	0	9	1	0	49	28	48056470	5.844836e-02	1
MXI1	403252	359	12	2246657	622720	0	3	0	0	50	38	68633474	5.863140e-02	1
PARVG	201266	327	30	2397472	649964	0	4	0	0	50	23	53320400	5.864313e-02	1
C9orf131	782447	350	42	7261499	2260279	0	5	0	0	11	4	18881065	5.869718e-02	1
THAP11	1039476	143	49	2094869	663586	0	2	0	0	50	27	55343267	5.883191e-02	1
PLAA	116221	568	-17	5617129	1513988	0	10	0	0	31	31	45996629	5.912722e-02	1
IL9	489402	443	19	1048894	273413	0	2	0	0	50	27	44607185	5.935647e-02	1
MBP	102723	561	39	2375093	675262	0	4	1	0	50	36	46688432	5.940650e-02	1
CACNG6	806175	338	-40	1721237	599368	0	3	0	0	50	44	52206315	5.960474e-02	1
PSME1	974559	220	41	2039408	511798	0	2	0	0	50	22	67141865	5.988417e-02	1
YIPF4	396035	325	23	1700804	503041	0	3	0	0	50	23	63861882	5.990729e-02	1
ST3GAL6	338260	516	10	2408175	604233	0	3	0	0	50	35	59249862	5.995649e-02	1
TMEM50A	671522	270	35	1159816	293846	0	2	0	0	50	30	55038718	5.999314e-02	1
OR10C1	404210	854	21	2026759	711263	0	4	1	0	50	25	45414775	6.014521e-02	1
HPCAL1	732179	270	44	1386525	347361	0	3	0	0	50	25	57408946	6.058573e-02	1
TAAR6	178165	618	22	2342011	682073	0	5	1	0	50	34	53574353	6.068338e-02	1
MYL2	907625	570	47	1249332	288981	0	2	0	0	50	40	70056973	6.069908e-02	1
ZFP36L1	543449	259	46	2256387	723912	0	4	1	0	30	21	28757988	6.078807e-02	1
PPP2R2A	194762	353	13	3361715	786184	0	5	0	0	50	36	56593572	6.132185e-02	1
OR5W2	4214	1074	-46	2101680	615909	0	5	0	0	50	55	54727358	6.157445e-02	1
IFI16	97615	866	7	5169549	1339821	0	12	2	0	50	49	54453945	6.158606e-02	1
TAAR9	178165	618	22	2373147	683046	0	4	1	0	50	34	53574353	6.193359e-02	1
DYTN	269047	832	14	4086600	1112139	0	5	0	0	34	13	33343737	6.194498e-02	1
TAF11	1099530	304	24	1512042	396984	0	3	0	0	50	37	57822471	6.266477e-02	1
VAPA	405142	172	42	2096815	556556	0	3	0	0	50	23	45392396	6.284471e-02	1
OR2B11	272980	927	-14	2100707	681100	0	4	1	0	50	43	46934601	6.292902e-02	1
CD200R1	245141	639	11	2602775	666505	0	4	0	0	50	40	64899100	6.292957e-02	1
RIMS3	678456	421	20	2125032	650937	0	4	1	0	46	31	54930715	6.368780e-02	1
DDIT4	808655	145	40	1547070	516663	0	4	1	0	50	23	49442022	6.394009e-02	1
PSG1	394104	283	-23	3023111	862078	0	6	2	0	49	54	63408464	6.406165e-02	1
GPR37L1	704755	156	27	3197278	1041110	0	3	1	0	34	17	41515964	6.446851e-02	1
LTBP1	213347	605	2	12365857	3259550	0	12	0	0	3	1	6092926	6.469593e-02	1
RPL26	772200	257	20	1045002	274386	0	2	0	0	50	30	47284881	6.480666e-02	1
FAM47A	7968	NaN	-15	5298958	1642424	0	9	1	0	50	59	65694041	6.528538e-02	1
LCE1A	62450	804	15	756021	213087	0	3	0	0	50	47	52303615	6.530284e-02	1
CHRNA4	1278630	332	62	4212117	1345659	0	8	0	0	33	20	27650714	6.530910e-02	1
TYW1	423966	491	32	5303823	1290198	0	6	2	0	50	25	45503318	6.563975e-02	1
IFNA17	193208	498	-3	1308685	360983	0	2	0	0	50	28	50145501	6.566099e-02	1
NMU	247026	456	28	1297009	340550	0	2	0	0	50	21	47757759	6.571730e-02	1
CTNNA2	10595	1614	-24	5886650	1638532	0	14	2	0	50	41	47248880	6.601797e-02	1
MYC	406323	204	23	3105816	901971	0	4	0	0	50	25	59329648	6.611379e-02	1
PMS1	424679	385	20	6659212	1651181	0	5	0	0	50	19	56436919	6.614135e-02	1
OSBPL3	254504	312	28	6392610	1628802	0	6	0	0	50	21	54169829	6.633720e-02	1
CCDC80	255516	510	24	6553155	1856484	0	9	2	0	50	25	57931447	6.633830e-02	1
KRTAP1-3	977588	404	10	1170519	306495	0	2	0	0	50	24	39020219	6.641574e-02	1
MRPS6	785767	574	70	878619	248115	0	2	0	0	50	16	53000283	6.647078e-02	1
MSMP	922448	190	48	972027	277305	0	3	0	0	50	30	59835608	6.649217e-02	1
COX18	255276	747	14	2259306	723912	0	3	1	0	50	40	59868690	6.683971e-02	1
CNGA4	466636	728	4	3934812	1173438	0	9	0	0	23	14	22429596	6.700771e-02	1
RPL31	335036	406	23	1035272	292873	0	2	0	0	50	32	59501869	6.711153e-02	1
GRIN1	1722012	202	36	6880083	1967406	0	6	1	0	50	29	61979127	6.720358e-02	1
KCTD19	1201743	142	56	6475315	1835078	0	7	1	0	42	32	55785009	6.734715e-02	1
PLIN3	765978	187	52	2996840	894187	0	4	0	0	50	29	49717381	6.740070e-02	1
SLC17A3	313920	673	30	3506692	1014839	0	3	0	0	39	13	47017306	6.750538e-02	1
MTFR1	146207	407	16	2603748	729750	0	4	1	0	50	23	50940442	6.754267e-02	1
KRT7	742854	178	53	3242036	967162	0	6	2	0	50	30	52397023	6.779030e-02	1
CSRNP1	213514	500	30	3994165	1219169	0	4	0	0	38	25	48346424	6.788267e-02	1
MPST	699535	379	44	2142546	677208	0	4	0	0	39	25	60055506	6.794597e-02	1
GPC1	409918	407	20	3813187	1175384	0	5	2	0	50	29	60003937	6.795663e-02	1
CXXC1	247194	379	68	4674292	1277549	0	7	1	0	50	43	59226510	6.800915e-02	1
LHFPL3	324628	895	5	1621991	476770	0	3	0	0	50	42	60374650	6.812180e-02	1
MARCH4	590758	342	27	2801267	832888	0	6	0	0	50	25	56737576	6.812297e-02	1
HDAC2	217826	610	14	3598154	835807	0	5	0	0	50	34	62139672	6.831401e-02	1
TAS2R41	371260	379	1	2074436	622720	0	3	1	0	50	32	55447378	6.832072e-02	1
FKBP11	1737773	214	55	1529556	464121	0	2	0	0	50	30	50762383	6.833050e-02	1
LCE1B	64902	818	18	809536	232547	0	3	0	0	50	46	56506002	6.838961e-02	1
CNTN6	6599	831	-23	7307230	1960595	0	21	0	0	4	4	4297741	6.851388e-02	1
ZNF883	519671	575	-11	2661155	660667	0	6	2	0	28	18	24170293	6.855197e-02	1
RHOB	621277	189	19	1329118	396011	0	2	0	0	50	33	57787443	6.884145e-02	1
IL12A	422983	616	22	1799077	495257	0	3	1	0	50	35	43396773	6.888102e-02	1
MT1H	661565	143	26	473851	98273	0	1	0	0	49	28	51271262	6.896373e-02	1
PTGR1	499818	309	16	2423743	661640	0	2	0	0	50	17	50847034	6.906020e-02	1
CCNG1	226025	696	12	2094869	561421	0	3	0	0	50	38	50505511	6.916604e-02	1
C2orf68	1158965	170	43	1175384	327901	0	2	0	0	50	31	53741709	6.917566e-02	1
GADL1	78546	487	-12	3807349	933107	0	4	0	0	50	44	71054298	6.937822e-02	1
TMEM218	428178	762	30	781319	269521	0	2	0	0	50	18	50614487	6.940629e-02	1
XAB2	611341	384	33	6035519	1682317	0	6	1	0	16	4	23088317	6.955100e-02	1
C20orf96	1010597	348	24	2661155	643153	0	3	0	0	50	23	59658522	6.958018e-02	1
BCL6	88374	374	24	4910731	1373876	0	6	1	0	50	23	56109018	6.999246e-02	1
TPD52L1	124606	243	-26	1503285	361956	0	2	1	0	44	36	43043574	7.035619e-02	1
PGK2	67972	1246	2	2828511	831915	0	5	1	0	35	24	35040649	7.042523e-02	1
GSDMC	258154	428	13	3668210	940891	0	5	2	0	34	19	40712266	7.043000e-02	1
CHID1	1694280	232	52	2984191	836780	0	5	1	0	19	8	18327428	7.075280e-02	1
SDC3	392864	269	48	2876188	1055705	0	4	0	0	37	14	40313336	7.082662e-02	1
EXOSC5	1148529	249	36	1615180	515690	0	5	0	0	50	22	43956248	7.093811e-02	1
PPP2CA	838413	147	48	2191196	593530	0	3	0	0	50	36	63076671	7.097815e-02	1
USP8	325514	203	30	7957194	2063733	0	10	1	0	11	8	19123342	7.102113e-02	1
UTS2	375594	415	23	1203601	308441	0	2	0	0	50	49	72846564	7.115309e-02	1
